Zone,Wildlife,Pollution,Safety,Population,Volunteers
"Kenai Peninsula Borough, AK, USA",110,3531,5.617427593,2153951,430
"Colleton County, SC, USA",108,12318,22.20137051,6327439,1265
"Santa Barbara County, CA, USA",8,10565,8.319249938,7045521,1409
"Volusia County, FL, USA",50,9658,15.04707094,10409900,2081
"St Tammany Parish, LA, USA",18,341,13.59660959,10856273,2171
"Monmouth County, NJ, USA",137,1597,4.134583587,10682732,2136
"Atlantic County, NJ, USA",28,9644,20.48999099,5079589,1015
"Miami-Dade County, FL, USA",42,8970,24.52027033,4518308,903
"Dare County, NC, USA",124,7467,11.0575404,467379,93
"San Mateo County, CA, USA",64,10348,4.55445201,7237370,1447
"Fairfield County, CT, USA",113,372,13.14256593,598941,119
"Rockingham County, NH, USA",37,2026,11.28342789,5146074,1029
"Collier County, FL, USA",61,2843,4.366152967,4263172,852
"Orleans Parish, New Orleans, LA, USA",16,7556,0.02754613,6046016,1209
"Los Angeles County, CA, USA",102,9174,20.24437603,1214104,242
"Douglas County, NE, USA",102,1279,2.947808459,10514390,2102
"Sarasota County, FL, USA",33,10296,25.1012936,12128650,2425
"Humboldt County, CA, USA",40,9663,21.40211311,9769130,1953
"Leelanau County, MI, USA",42,3755,10.98202685,9538233,1907
"Kenosha County, WI, USA",140,2023,13.35816843,7366853,1473
"Los Angeles County, CA, USA",41,3622,5.023244865,1214104,242
"Miami-Dade County, FL, USA",78,5400,1.726476675,4518308,903
"San Diego County, CA, USA",107,4031,15.20267367,7853477,1570
"Hampton, VA, USA",2,5966,22.21605897,9345868,1869
"Kings County, Brooklyn, NY, USA",60,9434,19.63521486,4380429,876
"Plymouth County, MA, USA",25,3515,6.853033157,2383556,476
"Palm Beach County, FL, USA",113,8613,13.08215909,8732606,1746
"Los Angeles County, CA, USA",143,5187,24.98409447,1214104,242
"Humboldt County, CA, USA",113,5741,6.696796736,9769130,1953
"San Diego County, CA, USA",23,4667,2.855851564,7853477,1570
"Humboldt County, CA, USA",122,5548,1.673161093,9769130,1953
"Los Angeles County, CA, USA",114,3215,13.82835787,1214104,242
"Miami-Dade County, FL, USA",18,4619,14.43394057,4518308,903
"Cuyahoga County, OH, USA",114,986,8.696443599,11208521,2241
"Indian River County, FL, USA",45,3321,1.03464688,4124460,824
"San Juan County, WA, USA",124,11862,2.657057349,8900034,1780
"Ottawa County, MI, USA",70,3164,10.44508916,1587852,317
"Brazoria County, TX, USA",53,3802,15.81050765,10194627,2038
"Los Angeles County, CA, USA",16,1703,24.50318044,1214104,242
"Washington County, WI, USA",124,11937,0.108923909,10645870,2129
"Carteret County, NC, USA",133,2082,8.792049874,1244281,248
"Volusia County, FL, USA",44,10763,18.26213697,10409900,2081
"Alameda County, CA, USA",3,11059,2.911013298,11589551,2317
"Kent County, RI, USA",122,5196,9.525301866,3765194,753
"Santa Cruz County, CA, USA",85,774,12.9323489,9311168,1862
"Miami-Dade County, FL, USA",64,8694,22.54402638,4518308,903
"Palm Beach County, FL, USA",120,6731,12.21898102,8732606,1746
"Santa Clara County, CA, USA",67,107,17.75625258,5755731,1151
"Douglas County, NE, USA",112,6571,1.724037816,10514390,2102
"Humboldt County, CA, USA",46,2103,10.75021265,9769130,1953
"San Luis Obispo County, CA, USA",118,1868,18.8771891,9389152,1877
"Pinellas County, FL, USA",128,2214,24.90160642,9904308,1980
"Richmond County, Staten Island, NY, USA",103,11225,13.37694132,5577314,1115
"Virginia Beach, VA, USA",74,11073,4.372929016,8317810,1663
"Volusia County, FL, USA",82,6718,22.97739014,10409900,2081
"Miami-Dade County, FL, USA",60,1836,4.053989462,4518308,903
"Cook County, IL, USA",112,10004,4.698076401,9067522,1813
"Martin County, FL, USA",69,5443,23.75063967,1363198,272
"Kings County, Brooklyn, NY, USA",18,12295,1.034805053,4380429,876
"Miami-Dade County, FL, USA",114,6622,12.07202045,4518308,903
"Rockingham County, NH, USA",76,5088,21.93764441,5146074,1029
"Newton County, GA, USA",109,666,5.175647752,304558,60
"Lincoln County, OR, USA",120,8618,6.947437333,3663964,732
"San Diego County, CA, USA",47,11455,8.580441931,7853477,1570
"Van Zandt County, TX, USA",148,11576,20.25530652,10515136,2103
"Multnomah County, OR, USA",101,3827,14.94260974,8946529,1789
"Kent County, DE, USA",78,9346,17.96320324,736114,147
"Pinellas County, FL, USA",44,9658,22.76695515,9904308,1980
"Barnstable County, MA, USA",26,12310,17.99222867,478154,95
"Barnstable County, MA, USA",137,7214,21.28486265,478154,95
"Caledonia County, VT, USA",68,9520,9.768859711,2702365,540
"San Diego County, CA, USA",150,6281,6.931476133,7853477,1570
"Brevard County, FL, USA",35,2620,12.48486776,10924815,2184
"Pinellas County, FL, USA",108,2766,3.156305638,9904308,1980
"Los Angeles County, CA, USA",80,10409,1.536111373,1214104,242
"Los Angeles County, CA, USA",69,3901,13.36738312,1214104,242
"Indian River County, FL, USA",44,5043,16.78970266,4124460,824
"Martin County, FL, USA",42,2324,21.35103046,1363198,272
"Providence County, RI, USA",17,268,14.45919933,8756613,1751
"Washington, DC, USA",116,5147,14.38449056,8678626,1735
"Pasco County, FL, USA",6,4143,4.037316885,2975377,595
"Douglas County, NE, USA",15,2384,21.54268752,10514390,2102
"Palm Beach County, FL, USA",12,10588,19.8650085,8732606,1746
"Santa Barbara County, CA, USA",109,108,13.77041711,7045521,1409
"Cumberland County, ME, USA",45,1188,14.74598556,9265149,1853
"Palm Beach County, FL, USA",111,11126,5.5750283,8732606,1746
"Colleton County, SC, USA",63,11519,14.14068261,6327439,1265
"Miami-Dade County, FL, USA",57,10485,14.0855514,4518308,903
"Pinellas County, FL, USA",111,3474,23.14550453,9904308,1980
"Milwaukee County, WI, USA",95,4972,22.80101965,1417906,283
"Volusia County, FL, USA",21,8006,17.96670332,10409900,2081
"Broward County, FL, USA",79,2768,6.865239328,2737526,547
"Palm Beach County, FL, USA",69,6609,0.9545892,8732606,1746
"Erie County, PA, USA",148,9630,2.71818659,10452065,2090
"Matagorda County, TX, USA",132,705,20.22647228,1083379,216
"Palm Beach County, FL, USA",139,641,4.922800481,8732606,1746
"Martin County, FL, USA",81,11276,1.837500586,1363198,272
"Palm Beach County, FL, USA",76,10649,8.684689311,8732606,1746
"San Mateo County, CA, USA",112,6750,8.884525382,7237370,1447
"Palm Beach County, FL, USA",101,8645,20.83303374,8732606,1746
"Volusia County, FL, USA",93,9941,12.51238504,10409900,2081
"King County, WA, USA",39,1372,18.10437807,2726805,545
"Alameda County, CA, USA",41,8438,14.15925487,11589551,2317
"Los Angeles County, CA, USA",58,7068,15.19587628,1214104,242
"New Hanover County, NC, USA",58,1429,9.954142324,2281116,456
"Riverside County, CA, USA",120,8289,23.75395953,6971851,1394
"Ashtabula County, OH, USA",19,9509,21.51122984,10735647,2147
"Allegheny County, PA, USA",85,6127,7.907875918,8659794,1731
"Duval County, FL, USA",112,11199,19.01083592,295351,59
"Collier County, FL, USA",29,11433,12.38962489,4263172,852
"Orange County, CA, USA",139,3163,19.45096827,6304735,1260
"Kenai Peninsula Borough, AK, USA",105,11722,15.87484664,2153951,430
"Los Angeles County, CA, USA",98,10057,17.28928261,1214104,242
"Palm Beach County, FL, USA",17,11343,2.809311583,8732606,1746
"Lake County, IL, USA",28,3884,14.34338814,7648079,1529
"Cumberland County, PA, USA",36,1813,5.288167769,2067544,413
"Santa Barbara County, CA, USA",51,9388,7.518620396,7045521,1409
"Walton County, FL, USA",25,2675,5.252710536,10587059,2117
"Los Angeles County, CA, USA",71,7602,19.5945367,1214104,242
"Los Angeles County, CA, USA",127,3440,20.05414273,1214104,242
"Colleton County, SC, USA",94,4012,9.079400132,6327439,1265
"Los Angeles County, CA, USA",121,3762,1.405071803,1214104,242
"Camden County, NJ, USA",22,9122,17.17941458,4381699,876
"Erie County, PA, USA",9,9860,8.937102241,10452065,2090
"Cook County, IL, USA",81,5752,7.377815416,9067522,1813
"Middlesex County, CT, USA",49,3133,22.03308271,7064886,1412
"Ventura County, CA, USA",6,8792,6.400869021,11216018,2243
"Los Angeles County, CA, USA",13,4670,21.96339871,1214104,242
"Ventura County, CA, USA",94,4516,19.32876146,11216018,2243
"Gwinnett County, GA, USA",119,5579,1.592205998,9152988,1830
"Douglas County, NE, USA",38,10764,22.85120465,10514390,2102
"Washington, DC, USA",94,5100,21.57836198,8678626,1735
"Colleton County, SC, USA",43,3787,8.572718589,6327439,1265
"Prince George's County, MD, USA",26,1421,0.035287944,9078080,1815
"Pinellas County, FL, USA",134,3982,12.90912078,9904308,1980
"Colleton County, SC, USA",16,4043,11.80848736,6327439,1265
"Walton County, FL, USA",89,11539,15.74100607,10587059,2117
"Lee County, FL, USA",139,2990,9.863811866,5670726,1134
"Fulton County, GA, USA",43,12316,13.32566256,576136,115
"Santa Barbara County, CA, USA",39,2704,12.38422611,7045521,1409
"Los Angeles County, CA, USA",52,2653,21.07979093,1214104,242
"Palm Beach County, FL, USA",10,5827,21.22047259,8732606,1746
"San Diego County, CA, USA",135,2379,12.48567165,7853477,1570
"Miami-Dade County, FL, USA",74,4396,6.621826088,4518308,903
"San Luis Obispo County, CA, USA",73,5161,4.559085834,9389152,1877
"Pinellas County, FL, USA",37,2841,13.38490332,9904308,1980
"Miami-Dade County, FL, USA",47,1935,3.651705378,4518308,903
"Cameron County, TX, USA",33,10051,16.51236147,9832293,1966
"King County, WA, USA",45,10802,2.697866703,2726805,545
"Charlotte County, FL, USA",98,11977,2.254606069,6584509,1316
"Brown County, WI, USA",81,1351,7.596621262,9824864,1964
"San Diego County, CA, USA",125,3970,6.912993221,7853477,1570
"Georgetown County, SC, USA",64,3277,21.61336203,564915,112
"King County, WA, USA",136,1004,9.48476488,2726805,545
"Mohave County, AZ, USA",75,2531,13.84157368,10715061,2143
"Barnstable County, MA, USA",88,8542,11.14078931,478154,95
"Broward County, FL, USA",77,4656,8.547734624,2737526,547
"Miami-Dade County, FL, USA",3,1558,8.439539922,4518308,903
"Erie County, PA, USA",67,2574,0.250249953,10452065,2090
"San Diego County, CA, USA",12,10932,2.571169017,7853477,1570
"King County, WA, USA",119,11855,23.73139714,2726805,545
"Fairfield County, CT, USA",123,8144,1.648402771,598941,119
"Leelanau County, MI, USA",97,8418,22.51233178,9538233,1907
"Suffolk County, NY, USA",81,11399,24.33489885,9280308,1856
"Los Angeles County, CA, USA",68,6893,20.26334276,1214104,242
"Los Angeles County, CA, USA",34,9994,2.622553095,1214104,242
"Broward County, FL, USA",99,2083,21.35532638,2737526,547
"Pinellas County, FL, USA",25,241,20.88995681,9904308,1980
"Rockingham County, NH, USA",101,8994,10.83313429,5146074,1029
"Cook County, IL, USA",110,9401,21.723794,9067522,1813
"Cumberland County, ME, USA",148,6648,3.626731808,9265149,1853
"Brevard County, FL, USA",142,10997,8.791845159,10924815,2184
"Broward County, FL, USA",100,9383,5.341723615,2737526,547
"Cuyahoga County, OH, USA",116,3092,21.35285268,11208521,2241
"Erie County, NY, USA",111,1339,5.533199026,7512282,1502
"St Johns County, FL, USA",1,9029,8.305574958,9244498,1848
"Douglas County, NE, USA",120,7013,4.612592775,10514390,2102
"Martin County, FL, USA",0,2848,14.67478239,1363198,272
"Stanislaus County, CA, USA",67,5768,18.16245264,5319759,1063
"Monterey County, CA, USA",79,8256,8.985852115,5092501,1018
"Orange County, FL, USA",98,9192,10.29263852,4977527,995
"Mifflin County, PA, USA",17,2136,16.35667298,1810137,362
"Miami-Dade County, FL, USA",138,3416,6.530160476,4518308,903
"St Johns County, FL, USA",118,3877,4.536815277,9244498,1848
"Humboldt County, CA, USA",26,11605,16.85586451,9769130,1953
"East Baton Rouge Parish, LA, USA",85,4270,5.106337798,3497006,699
"Los Angeles County, CA, USA",107,8266,13.20591915,1214104,242
"Cook County, IL, USA",144,2353,11.0321075,9067522,1813
"Carteret County, NC, USA",48,3009,20.83930056,1244281,248
"Snohomish County, WA, USA",91,3591,5.909229834,7464319,1492
"Leelanau County, MI, USA",88,207,10.15184703,9538233,1907
"Curry County, OR, USA",34,6233,18.5925166,6583773,1316
"Colleton County, SC, USA",53,6703,7.320817164,6327439,1265
"Lane County, OR, USA",125,4738,0.951853211,6802530,1360
"San Diego County, CA, USA",55,3301,23.20046412,7853477,1570
"Hartford County, CT, USA",99,10828,19.95613884,9827347,1965
"Benzie County, MI, USA",56,6300,1.781348837,644048,128
"Philadelphia County, Philadelphia, PA, USA",88,5113,3.058961869,5766945,1153
"Maui County, HI, USA",65,4322,17.41738703,5575846,1115
"San Luis Obispo County, CA, USA",8,12047,24.95064267,9389152,1877
"Indian River County, FL, USA",146,3443,21.02411891,4124460,824
"Los Angeles County, CA, USA",144,6971,4.076827218,1214104,242
"Los Angeles County, CA, USA",15,3449,5.522472206,1214104,242
"Prince Edward County, VA, USA",137,5404,13.54483278,2348711,469
"Douglas County, NE, USA",142,10701,8.958386371,10514390,2102
"Monmouth County, NJ, USA",65,4402,11.03836217,10682732,2136
"Collier County, FL, USA",47,995,14.66886615,4263172,852
"Leelanau County, MI, USA",110,7335,17.73371939,9538233,1907
"Broward County, FL, USA",106,776,12.90639596,2737526,547
"Fairfield County, CT, USA",52,7423,2.101739711,598941,119
"Douglas County, NE, USA",65,775,5.237363588,10514390,2102
"Dane County, WI, USA",34,9851,18.58837034,9840982,1968
"Los Angeles County, CA, USA",148,2537,13.06813793,1214104,242
"Cook County, IL, USA",23,7603,20.62266505,9067522,1813
"Miami-Dade County, FL, USA",113,8145,2.036022679,4518308,903
"Los Angeles County, CA, USA",22,7051,8.037207628,1214104,242
"Tillamook County, OR, USA",108,10786,12.88111544,10894630,2178
"San Francisco County, CA, USA",128,6123,7.888298661,1677439,335
"Palm Beach County, FL, USA",150,8084,16.00017791,8732606,1746
"Los Angeles County, CA, USA",36,434,18.69467435,1214104,242
"Palm Beach County, FL, USA",56,5296,9.460601303,8732606,1746
"Palm Beach County, FL, USA",79,80,11.9163474,8732606,1746
"King County, WA, USA",54,3014,18.93307179,2726805,545
"Los Angeles County, CA, USA",29,7164,6.640800448,1214104,242
"Palm Beach County, FL, USA",58,4898,23.8878425,8732606,1746
"Cook County, IL, USA",10,7919,12.1283238,9067522,1813
"Volusia County, FL, USA",103,8719,24.17846981,10409900,2081
"Brevard County, FL, USA",108,1865,20.65373914,10924815,2184
"Pinellas County, FL, USA",48,2921,16.71470758,9904308,1980
"Brunswick County, NC, USA",22,10696,8.769876021,1486845,297
"Broward County, FL, USA",67,4557,17.29549362,2737526,547
"Los Angeles County, CA, USA",71,5474,21.8346519,1214104,242
"San Diego County, CA, USA",6,1355,11.64587001,7853477,1570
"Galveston County, TX, USA",114,1703,14.808276,1286716,257
"San Mateo County, CA, USA",98,10617,3.559161443,7237370,1447
"Pasco County, FL, USA",127,9638,23.43834595,2975377,595
"San Diego County, CA, USA",72,6108,8.472884346,7853477,1570
"Douglas County, NE, USA",142,5771,10.39171155,10514390,2102
"Maui County, HI, USA",93,6345,8.67113912,5575846,1115
"Dupage County, IL, USA",27,8623,10.6242442,7730115,1546
"King County, WA, USA",2,10848,16.15718944,2726805,545
"Erie County, NY, USA",12,6451,20.21852198,7512282,1502
"Los Angeles County, CA, USA",133,1647,16.372099,1214104,242
"Los Angeles County, CA, USA",76,2534,22.82978451,1214104,242
"Los Angeles County, CA, USA",79,2101,12.81262239,1214104,242
"Camden County, GA, USA",101,9477,17.41749219,1092809,218
"Nueces County, TX, USA",36,263,11.1614892,2494422,498
"San Diego County, CA, USA",33,4952,21.09482657,7853477,1570
"Mendocino County, CA, USA",8,696,11.25078262,9863517,1972
"Leelanau County, MI, USA",21,8228,10.17805731,9538233,1907
"Philadelphia County, Philadelphia, PA, USA",31,4805,13.34024008,5766945,1153
"Palm Beach County, FL, USA",148,10397,22.01561989,8732606,1746
"Volusia County, FL, USA",2,11099,13.78439907,10409900,2081
"Galveston County, TX, USA",30,3191,21.37228276,1286716,257
"Los Angeles County, CA, USA",13,11364,8.716951307,1214104,242
"San Diego County, CA, USA",7,10748,15.60434918,7853477,1570
"San Diego County, CA, USA",135,1342,5.866585905,7853477,1570
"Charlotte County, FL, USA",83,11632,10.07398995,6584509,1316
"Miami-Dade County, FL, USA",149,12263,20.95806481,4518308,903
"Walton County, FL, USA",117,8037,19.39751057,10587059,2117
"Ocean County, NJ, USA",44,2414,23.51361296,5594505,1118
"Tillamook County, OR, USA",57,11381,3.174492278,10894630,2178
"Miami-Dade County, FL, USA",6,9541,19.87767446,4518308,903
"Pinellas County, FL, USA",126,12335,24.13442161,9904308,1980
"Hillsborough County, FL, USA",2,2820,16.38119494,2408043,481
"Palm Beach County, FL, USA",123,7864,5.071790315,8732606,1746
"Kings County, Brooklyn, NY, USA",40,10897,10.15708412,4380429,876
"San Diego County, CA, USA",62,10584,21.17050222,7853477,1570
"Palm Beach County, FL, USA",41,9416,0.712241201,8732606,1746
"Santa Cruz County, CA, USA",43,5541,9.330212729,9311168,1862
"Broward County, FL, USA",81,9735,13.8185752,2737526,547
"Mendocino County, CA, USA",30,12217,4.904520787,9863517,1972
"Maricopa County, AZ, USA",13,2619,18.08304081,12259990,2451
"Leelanau County, MI, USA",72,8731,19.95984267,9538233,1907
"Sonoma County, CA, USA",20,560,16.46871763,4304791,860
"Pinellas County, FL, USA",147,8171,25.04090691,9904308,1980
"Monroe County, PA, USA",49,1757,19.60443198,1895236,379
"Los Angeles County, CA, USA",84,2924,19.01555953,1214104,242
"Orange County, CA, USA",11,6618,1.548184105,6304735,1260
"Pinellas County, FL, USA",7,1505,9.618105601,9904308,1980
"San Mateo County, CA, USA",42,3362,4.274266692,7237370,1447
"Miami-Dade County, FL, USA",91,10762,4.260606443,4518308,903
"Miami-Dade County, FL, USA",88,2491,14.55237047,4518308,903
"Pinellas County, FL, USA",11,1148,15.42438289,9904308,1980
"Marin County, CA, USA",132,9113,21.30578004,2222618,444
"Colleton County, SC, USA",131,8807,22.56027467,6327439,1265
